Pattern Count,K,Silhouette Score,Is Optimal,Sample Size,n_pips,lookback
242,8,8,False,418,9,36
242,9,9,False,418,9,36
242,10,10,False,418,9,36
242,11,11,False,418,9,36
242,12,12,False,418,9,36
242,13,13,False,418,9,36
242,14,14,False,418,9,36
242,15,15,False,418,9,36
242,16,16,False,418,9,36
242,17,17,False,418,9,36
242,18,18,False,418,9,36
242,19,19,False,418,9,36
242,20,20,False,418,9,36
242,21,21,False,418,9,36
242,22,22,False,418,9,36
242,23,23,False,418,9,36
242,24,24,False,418,9,36
242,25,25,True,418,9,36
242,26,26,False,418,9,36
242,27,27,False,418,9,36
242,28,28,False,418,9,36
242,29,29,False,418,9,36
229,7,7,False,597,3,12
229,8,8,True,597,3,12
229,9,9,False,597,3,12
229,10,10,False,597,3,12
229,11,11,False,597,3,12
229,12,12,False,597,3,12
229,13,13,False,597,3,12
229,14,14,False,597,3,12
229,15,15,False,597,3,12
229,16,16,False,597,3,12
229,17,17,False,597,3,12
229,18,18,False,597,3,12
229,19,19,False,597,3,12
229,20,20,False,597,3,12
229,21,21,False,597,3,12
229,22,22,False,597,3,12
229,23,23,False,597,3,12
229,24,24,False,597,3,12
229,25,25,False,597,3,12
229,26,26,False,597,3,12
229,27,27,False,597,3,12
229,28,28,False,597,3,12
229,29,29,False,597,3,12
144,6,6,False,597,3,24
144,7,7,False,597,3,24
144,8,8,False,597,3,24
144,9,9,False,597,3,24
144,10,10,False,597,3,24
144,11,11,False,597,3,24
144,12,12,False,597,3,24
144,13,13,False,597,3,24
144,14,14,False,597,3,24
144,15,15,False,597,3,24
144,16,16,False,597,3,24
144,17,17,False,597,3,24
144,18,18,False,597,3,24
144,19,19,False,597,3,24
144,20,20,False,597,3,24
144,21,21,False,597,3,24
144,22,22,False,597,3,24
144,23,23,True,597,3,24
121,5,5,False,597,3,36
121,6,6,False,597,3,36
121,7,7,False,597,3,36
121,8,8,False,597,3,36
121,9,9,False,597,3,36
121,10,10,False,597,3,36
121,11,11,False,597,3,36
121,12,12,False,597,3,36
121,13,13,False,597,3,36
121,14,14,True,597,3,36
121,15,15,False,597,3,36
121,16,16,False,597,3,36
121,17,17,False,597,3,36
121,18,18,False,597,3,36
121,19,19,False,597,3,36
121,20,20,False,597,3,36
121,21,21,False,597,3,36
368,9,9,False,597,5,12
368,10,10,False,597,5,12
368,11,11,False,597,5,12
368,12,12,False,597,5,12
368,13,13,False,597,5,12
368,14,14,False,597,5,12
368,15,15,False,597,5,12
368,16,16,False,597,5,12
368,17,17,False,597,5,12
368,18,18,False,597,5,12
368,19,19,False,597,5,12
368,20,20,False,597,5,12
368,21,21,False,597,5,12
368,22,22,False,597,5,12
368,23,23,False,597,5,12
368,24,24,False,597,5,12
368,25,25,False,597,5,12
368,26,26,False,597,5,12
368,27,27,False,597,5,12
368,28,28,False,597,5,12
368,29,29,False,597,5,12
368,30,30,False,597,5,12
368,31,31,True,597,5,12
368,32,32,False,597,5,12
368,33,33,False,597,5,12
368,34,34,False,597,5,12
368,35,35,False,597,5,12
368,36,36,False,597,5,12
368,37,37,False,597,5,12
272,8,8,False,597,5,24
272,9,9,False,597,5,24
272,10,10,False,597,5,24
272,11,11,False,597,5,24
272,12,12,False,597,5,24
272,13,13,False,597,5,24
272,14,14,False,597,5,24
272,15,15,False,597,5,24
272,16,16,False,597,5,24
272,17,17,False,597,5,24
272,18,18,False,597,5,24
272,19,19,False,597,5,24
272,20,20,False,597,5,24
272,21,21,False,597,5,24
272,22,22,True,597,5,24
272,23,23,False,597,5,24
272,24,24,False,597,5,24
272,25,25,False,597,5,24
272,26,26,False,597,5,24
272,27,27,False,597,5,24
272,28,28,False,597,5,24
272,29,29,False,597,5,24
272,30,30,False,597,5,24
272,31,31,False,597,5,24
236,7,7,False,597,5,36
236,8,8,False,597,5,36
236,9,9,False,597,5,36
236,10,10,False,597,5,36
236,11,11,False,597,5,36
236,12,12,False,597,5,36
236,13,13,False,597,5,36
236,14,14,False,597,5,36
236,15,15,False,597,5,36
236,16,16,False,597,5,36
236,17,17,False,597,5,36
236,18,18,True,597,5,36
236,19,19,False,597,5,36
236,20,20,False,597,5,36
236,21,21,False,597,5,36
236,22,22,False,597,5,36
236,23,23,False,597,5,36
236,24,24,False,597,5,36
236,25,25,False,597,5,36
236,26,26,False,597,5,36
236,27,27,False,597,5,36
236,28,28,False,597,5,36
236,29,29,False,597,5,36
454,10,10,False,597,7,12
454,11,11,False,597,7,12
454,12,12,False,597,7,12
454,13,13,False,597,7,12
454,14,14,False,597,7,12
454,15,15,False,597,7,12
454,16,16,False,597,7,12
454,17,17,False,597,7,12
454,18,18,False,597,7,12
454,19,19,False,597,7,12
454,20,20,False,597,7,12
454,21,21,True,597,7,12
454,22,22,False,597,7,12
454,23,23,False,597,7,12
454,24,24,False,597,7,12
454,25,25,False,597,7,12
454,26,26,False,597,7,12
454,27,27,False,597,7,12
454,28,28,False,597,7,12
454,29,29,False,597,7,12
454,30,30,False,597,7,12
454,31,31,False,597,7,12
454,32,32,False,597,7,12
454,33,33,False,597,7,12
454,34,34,False,597,7,12
454,35,35,False,597,7,12
454,36,36,False,597,7,12
454,37,37,False,597,7,12
454,38,38,False,597,7,12
454,39,39,False,597,7,12
454,40,40,False,597,7,12
454,41,41,False,597,7,12
337,9,9,False,597,7,24
337,10,10,False,597,7,24
337,11,11,False,597,7,24
337,12,12,False,597,7,24
337,13,13,False,597,7,24
337,14,14,False,597,7,24
337,15,15,False,597,7,24
337,16,16,False,597,7,24
337,17,17,False,597,7,24
337,18,18,False,597,7,24
337,19,19,False,597,7,24
337,20,20,False,597,7,24
337,21,21,False,597,7,24
337,22,22,False,597,7,24
337,23,23,False,597,7,24
337,24,24,False,597,7,24
337,25,25,False,597,7,24
337,26,26,False,597,7,24
337,27,27,False,597,7,24
337,28,28,False,597,7,24
337,29,29,False,597,7,24
337,30,30,True,597,7,24
337,31,31,False,597,7,24
337,32,32,False,597,7,24
337,33,33,False,597,7,24
337,34,34,False,597,7,24
337,35,35,False,597,7,24
311,8,8,False,597,7,36
311,9,9,False,597,7,36
311,10,10,False,597,7,36
311,11,11,False,597,7,36
311,12,12,False,597,7,36
311,13,13,False,597,7,36
311,14,14,False,597,7,36
311,15,15,False,597,7,36
311,16,16,False,597,7,36
311,17,17,False,597,7,36
311,18,18,False,597,7,36
311,19,19,False,597,7,36
311,20,20,False,597,7,36
311,21,21,False,597,7,36
311,22,22,False,597,7,36
311,23,23,False,597,7,36
311,24,24,False,597,7,36
311,25,25,False,597,7,36
311,26,26,False,597,7,36
311,27,27,False,597,7,36
311,28,28,False,597,7,36
311,29,29,False,597,7,36
311,30,30,True,597,7,36
311,31,31,False,597,7,36
311,32,32,False,597,7,36
311,33,33,False,597,7,36
525,11,11,False,597,9,12
525,12,12,True,597,9,12
525,13,13,False,597,9,12
525,14,14,False,597,9,12
525,15,15,False,597,9,12
525,16,16,False,597,9,12
525,17,17,False,597,9,12
525,18,18,False,597,9,12
525,19,19,False,597,9,12
525,20,20,False,597,9,12
525,21,21,False,597,9,12
525,22,22,False,597,9,12
525,23,23,False,597,9,12
525,24,24,False,597,9,12
525,25,25,False,597,9,12
525,26,26,False,597,9,12
525,27,27,False,597,9,12
525,28,28,False,597,9,12
525,29,29,False,597,9,12
525,30,30,False,597,9,12
525,31,31,False,597,9,12
525,32,32,False,597,9,12
525,33,33,False,597,9,12
525,34,34,False,597,9,12
525,35,35,False,597,9,12
525,36,36,False,597,9,12
525,37,37,False,597,9,12
525,38,38,False,597,9,12
525,39,39,False,597,9,12
525,40,40,False,597,9,12
525,41,41,False,597,9,12
525,42,42,False,597,9,12
525,43,43,False,597,9,12
377,9,9,False,597,9,24
377,10,10,False,597,9,24
377,11,11,True,597,9,24
377,12,12,False,597,9,24
377,13,13,False,597,9,24
377,14,14,False,597,9,24
377,15,15,False,597,9,24
377,16,16,False,597,9,24
377,17,17,False,597,9,24
377,18,18,False,597,9,24
377,19,19,False,597,9,24
377,20,20,False,597,9,24
377,21,21,False,597,9,24
377,22,22,False,597,9,24
377,23,23,False,597,9,24
377,24,24,False,597,9,24
377,25,25,False,597,9,24
377,26,26,False,597,9,24
377,27,27,False,597,9,24
377,28,28,False,597,9,24
377,29,29,False,597,9,24
377,30,30,False,597,9,24
377,31,31,False,597,9,24
377,32,32,False,597,9,24
377,33,33,False,597,9,24
377,34,34,False,597,9,24
377,35,35,False,597,9,24
377,36,36,False,597,9,24
377,37,37,False,597,9,24
356,9,9,False,597,9,36
356,10,10,False,597,9,36
356,11,11,False,597,9,36
356,12,12,False,597,9,36
356,13,13,False,597,9,36
356,14,14,False,597,9,36
356,15,15,False,597,9,36
356,16,16,False,597,9,36
356,17,17,False,597,9,36
356,18,18,False,597,9,36
356,19,19,False,597,9,36
356,20,20,False,597,9,36
356,21,21,False,597,9,36
356,22,22,False,597,9,36
356,23,23,False,597,9,36
356,24,24,False,597,9,36
356,25,25,False,597,9,36
356,26,26,False,597,9,36
356,27,27,False,597,9,36
356,28,28,False,597,9,36
356,29,29,False,597,9,36
356,30,30,False,597,9,36
356,31,31,False,597,9,36
356,32,32,False,597,9,36
356,33,33,False,597,9,36
356,34,34,True,597,9,36
356,35,35,False,597,9,36
337,9,9,False,854,3,12
337,10,10,False,854,3,12
337,11,11,False,854,3,12
337,12,12,False,854,3,12
337,13,13,False,854,3,12
337,14,14,False,854,3,12
337,15,15,False,854,3,12
337,16,16,False,854,3,12
337,17,17,False,854,3,12
337,18,18,True,854,3,12
337,19,19,False,854,3,12
337,20,20,False,854,3,12
337,21,21,False,854,3,12
337,22,22,False,854,3,12
337,23,23,False,854,3,12
337,24,24,False,854,3,12
337,25,25,False,854,3,12
337,26,26,False,854,3,12
337,27,27,False,854,3,12
337,28,28,False,854,3,12
337,29,29,False,854,3,12
337,30,30,False,854,3,12
337,31,31,False,854,3,12
337,32,32,False,854,3,12
337,33,33,False,854,3,12
337,34,34,False,854,3,12
337,35,35,False,854,3,12
222,7,7,False,854,3,24
222,8,8,False,854,3,24
222,9,9,False,854,3,24
222,10,10,False,854,3,24
222,11,11,False,854,3,24
222,12,12,False,854,3,24
222,13,13,False,854,3,24
222,14,14,False,854,3,24
222,15,15,False,854,3,24
222,16,16,False,854,3,24
222,17,17,False,854,3,24
222,18,18,False,854,3,24
222,19,19,False,854,3,24
222,20,20,False,854,3,24
222,21,21,False,854,3,24
222,22,22,False,854,3,24
222,23,23,False,854,3,24
222,24,24,False,854,3,24
222,25,25,False,854,3,24
222,26,26,True,854,3,24
222,27,27,False,854,3,24
188,6,6,False,854,3,36
188,7,7,False,854,3,36
188,8,8,False,854,3,36
188,9,9,False,854,3,36
188,10,10,False,854,3,36
188,11,11,False,854,3,36
188,12,12,False,854,3,36
188,13,13,False,854,3,36
188,14,14,True,854,3,36
188,15,15,False,854,3,36
188,16,16,False,854,3,36
188,17,17,False,854,3,36
188,18,18,False,854,3,36
188,19,19,False,854,3,36
188,20,20,False,854,3,36
188,21,21,False,854,3,36
188,22,22,False,854,3,36
188,23,23,False,854,3,36
188,24,24,False,854,3,36
188,25,25,False,854,3,36
536,11,11,False,854,5,12
536,12,12,False,854,5,12
536,13,13,False,854,5,12
536,14,14,False,854,5,12
536,15,15,False,854,5,12
536,16,16,False,854,5,12
536,17,17,False,854,5,12
536,18,18,False,854,5,12
536,19,19,False,854,5,12
536,20,20,False,854,5,12
536,21,21,False,854,5,12
536,22,22,False,854,5,12
536,23,23,False,854,5,12
536,24,24,False,854,5,12
536,25,25,False,854,5,12
536,26,26,False,854,5,12
536,27,27,False,854,5,12
536,28,28,False,854,5,12
536,29,29,True,854,5,12
536,30,30,False,854,5,12
536,31,31,False,854,5,12
536,32,32,False,854,5,12
536,33,33,False,854,5,12
536,34,34,False,854,5,12
536,35,35,False,854,5,12
536,36,36,False,854,5,12
536,37,37,False,854,5,12
536,38,38,False,854,5,12
536,39,39,False,854,5,12
536,40,40,False,854,5,12
536,41,41,False,854,5,12
536,42,42,False,854,5,12
536,43,43,False,854,5,12
536,44,44,False,854,5,12
536,45,45,False,854,5,12
390,9,9,False,854,5,24
390,10,10,False,854,5,24
390,11,11,False,854,5,24
390,12,12,False,854,5,24
390,13,13,False,854,5,24
390,14,14,False,854,5,24
390,15,15,False,854,5,24
390,16,16,False,854,5,24
390,17,17,False,854,5,24
390,18,18,False,854,5,24
390,19,19,False,854,5,24
390,20,20,False,854,5,24
390,21,21,False,854,5,24
390,22,22,False,854,5,24
390,23,23,False,854,5,24
390,24,24,False,854,5,24
390,25,25,False,854,5,24
390,26,26,False,854,5,24
390,27,27,False,854,5,24
390,28,28,False,854,5,24
390,29,29,False,854,5,24
390,30,30,False,854,5,24
390,31,31,True,854,5,24
390,32,32,False,854,5,24
390,33,33,False,854,5,24
390,34,34,False,854,5,24
390,35,35,False,854,5,24
390,36,36,False,854,5,24
390,37,37,False,854,5,24
349,9,9,False,854,5,36
349,10,10,False,854,5,36
349,11,11,False,854,5,36
349,12,12,False,854,5,36
349,13,13,False,854,5,36
349,14,14,False,854,5,36
349,15,15,False,854,5,36
349,16,16,False,854,5,36
349,17,17,False,854,5,36
349,18,18,False,854,5,36
349,19,19,False,854,5,36
349,20,20,False,854,5,36
349,21,21,False,854,5,36
349,22,22,False,854,5,36
349,23,23,False,854,5,36
349,24,24,False,854,5,36
349,25,25,False,854,5,36
349,26,26,True,854,5,36
349,27,27,False,854,5,36
349,28,28,False,854,5,36
349,29,29,False,854,5,36
349,30,30,False,854,5,36
349,31,31,False,854,5,36
349,32,32,False,854,5,36
349,33,33,False,854,5,36
349,34,34,False,854,5,36
349,35,35,False,854,5,36
665,12,12,False,854,7,12
665,13,13,False,854,7,12
665,14,14,False,854,7,12
665,15,15,False,854,7,12
665,16,16,False,854,7,12
665,17,17,False,854,7,12
665,18,18,False,854,7,12
665,19,19,False,854,7,12
665,20,20,False,854,7,12
665,21,21,False,854,7,12
665,22,22,False,854,7,12
665,23,23,False,854,7,12
665,24,24,False,854,7,12
665,25,25,False,854,7,12
665,26,26,False,854,7,12
665,27,27,False,854,7,12
665,28,28,False,854,7,12
665,29,29,False,854,7,12
665,30,30,True,854,7,12
665,31,31,False,854,7,12
665,32,32,False,854,7,12
665,33,33,False,854,7,12
665,34,34,False,854,7,12
665,35,35,False,854,7,12
665,36,36,False,854,7,12
665,37,37,False,854,7,12
665,38,38,False,854,7,12
665,39,39,False,854,7,12
665,40,40,False,854,7,12
665,41,41,False,854,7,12
665,42,42,False,854,7,12
665,43,43,False,854,7,12
665,44,44,False,854,7,12
665,45,45,False,854,7,12
665,46,46,False,854,7,12
665,47,47,False,854,7,12
665,48,48,False,854,7,12
665,49,49,False,854,7,12
493,11,11,False,854,7,24
493,12,12,False,854,7,24
493,13,13,False,854,7,24
493,14,14,False,854,7,24
493,15,15,False,854,7,24
493,16,16,False,854,7,24
493,17,17,False,854,7,24
493,18,18,False,854,7,24
493,19,19,False,854,7,24
493,20,20,False,854,7,24
493,21,21,False,854,7,24
493,22,22,True,854,7,24
493,23,23,False,854,7,24
493,24,24,False,854,7,24
493,25,25,False,854,7,24
493,26,26,False,854,7,24
493,27,27,False,854,7,24
493,28,28,False,854,7,24
493,29,29,False,854,7,24
493,30,30,False,854,7,24
493,31,31,False,854,7,24
493,32,32,False,854,7,24
493,33,33,False,854,7,24
493,34,34,False,854,7,24
493,35,35,False,854,7,24
493,36,36,False,854,7,24
493,37,37,False,854,7,24
493,38,38,False,854,7,24
493,39,39,False,854,7,24
493,40,40,False,854,7,24
493,41,41,False,854,7,24
493,42,42,False,854,7,24
493,43,43,False,854,7,24
459,10,10,False,854,7,36
459,11,11,False,854,7,36
459,12,12,False,854,7,36
459,13,13,False,854,7,36
459,14,14,False,854,7,36
459,15,15,False,854,7,36
459,16,16,False,854,7,36
459,17,17,False,854,7,36
459,18,18,False,854,7,36
459,19,19,False,854,7,36
459,20,20,False,854,7,36
459,21,21,False,854,7,36
459,22,22,False,854,7,36
459,23,23,False,854,7,36
459,24,24,False,854,7,36
459,25,25,False,854,7,36
459,26,26,False,854,7,36
459,27,27,False,854,7,36
459,28,28,False,854,7,36
459,29,29,False,854,7,36
459,30,30,False,854,7,36
459,31,31,False,854,7,36
459,32,32,False,854,7,36
459,33,33,False,854,7,36
459,34,34,False,854,7,36
459,35,35,False,854,7,36
459,36,36,False,854,7,36
459,37,37,False,854,7,36
459,38,38,True,854,7,36
459,39,39,False,854,7,36
459,40,40,False,854,7,36
459,41,41,False,854,7,36
756,13,13,True,854,9,12
756,14,14,False,854,9,12
756,15,15,False,854,9,12
756,16,16,False,854,9,12
756,17,17,False,854,9,12
756,18,18,False,854,9,12
756,19,19,False,854,9,12
756,20,20,False,854,9,12
756,21,21,False,854,9,12
756,22,22,False,854,9,12
756,23,23,False,854,9,12
756,24,24,False,854,9,12
756,25,25,False,854,9,12
756,26,26,False,854,9,12
756,27,27,False,854,9,12
756,28,28,False,854,9,12
756,29,29,False,854,9,12
756,30,30,False,854,9,12
756,31,31,False,854,9,12
756,32,32,False,854,9,12
756,33,33,False,854,9,12
756,34,34,False,854,9,12
756,35,35,False,854,9,12
756,36,36,False,854,9,12
756,37,37,False,854,9,12
756,38,38,False,854,9,12
756,39,39,False,854,9,12
756,40,40,False,854,9,12
756,41,41,False,854,9,12
756,42,42,False,854,9,12
756,43,43,False,854,9,12
756,44,44,False,854,9,12
756,45,45,False,854,9,12
756,46,46,False,854,9,12
756,47,47,False,854,9,12
756,48,48,False,854,9,12
756,49,49,False,854,9,12
756,50,50,False,854,9,12
756,51,51,False,854,9,12
756,52,52,False,854,9,12
756,53,53,False,854,9,12
561,11,11,False,854,9,24
561,12,12,False,854,9,24
561,13,13,False,854,9,24
561,14,14,False,854,9,24
561,15,15,False,854,9,24
561,16,16,False,854,9,24
561,17,17,False,854,9,24
561,18,18,False,854,9,24
561,19,19,False,854,9,24
561,20,20,False,854,9,24
561,21,21,False,854,9,24
561,22,22,False,854,9,24
561,23,23,False,854,9,24
561,24,24,False,854,9,24
561,25,25,False,854,9,24
561,26,26,False,854,9,24
561,27,27,True,854,9,24
561,28,28,False,854,9,24
561,29,29,False,854,9,24
561,30,30,False,854,9,24
561,31,31,False,854,9,24
561,32,32,False,854,9,24
561,33,33,False,854,9,24
561,34,34,False,854,9,24
561,35,35,False,854,9,24
561,36,36,False,854,9,24
561,37,37,False,854,9,24
561,38,38,False,854,9,24
561,39,39,False,854,9,24
561,40,40,False,854,9,24
561,41,41,False,854,9,24
561,42,42,False,854,9,24
561,43,43,False,854,9,24
561,44,44,False,854,9,24
561,45,45,False,854,9,24
520,11,11,False,854,9,36
520,12,12,False,854,9,36
520,13,13,False,854,9,36
520,14,14,False,854,9,36
520,15,15,False,854,9,36
520,16,16,False,854,9,36
520,17,17,False,854,9,36
520,18,18,False,854,9,36
520,19,19,False,854,9,36
520,20,20,False,854,9,36
520,21,21,False,854,9,36
520,22,22,False,854,9,36
520,23,23,False,854,9,36
520,24,24,False,854,9,36
520,25,25,False,854,9,36
520,26,26,False,854,9,36
520,27,27,False,854,9,36
520,28,28,False,854,9,36
520,29,29,False,854,9,36
520,30,30,False,854,9,36
520,31,31,False,854,9,36
520,32,32,False,854,9,36
520,33,33,False,854,9,36
520,34,34,False,854,9,36
520,35,35,False,854,9,36
520,36,36,False,854,9,36
520,37,37,False,854,9,36
520,38,38,True,854,9,36
520,39,39,False,854,9,36
520,40,40,False,854,9,36
520,41,41,False,854,9,36
520,42,42,False,854,9,36
520,43,43,False,854,9,36
452,10,10,False,1222,3,12
452,11,11,False,1222,3,12
452,12,12,False,1222,3,12
452,13,13,False,1222,3,12
452,14,14,False,1222,3,12
452,15,15,False,1222,3,12
452,16,16,False,1222,3,12
452,17,17,False,1222,3,12
452,18,18,False,1222,3,12
452,19,19,False,1222,3,12
452,20,20,False,1222,3,12
452,21,21,False,1222,3,12
452,22,22,False,1222,3,12
452,23,23,False,1222,3,12
452,24,24,False,1222,3,12
452,25,25,False,1222,3,12
452,26,26,False,1222,3,12
452,27,27,False,1222,3,12
452,28,28,False,1222,3,12
452,29,29,False,1222,3,12
452,30,30,False,1222,3,12
452,31,31,False,1222,3,12
452,32,32,False,1222,3,12
452,33,33,False,1222,3,12
452,34,34,False,1222,3,12
452,35,35,False,1222,3,12
452,36,36,False,1222,3,12
452,37,37,True,1222,3,12
452,38,38,False,1222,3,12
452,39,39,False,1222,3,12
452,40,40,False,1222,3,12
452,41,41,False,1222,3,12
312,8,8,False,1222,3,24
312,9,9,False,1222,3,24
312,10,10,False,1222,3,24
312,11,11,True,1222,3,24
312,12,12,False,1222,3,24
312,13,13,False,1222,3,24
312,14,14,False,1222,3,24
312,15,15,False,1222,3,24
312,16,16,False,1222,3,24
312,17,17,False,1222,3,24
312,18,18,False,1222,3,24
312,19,19,False,1222,3,24
312,20,20,False,1222,3,24
312,21,21,False,1222,3,24
312,22,22,False,1222,3,24
312,23,23,False,1222,3,24
312,24,24,False,1222,3,24
312,25,25,False,1222,3,24
312,26,26,False,1222,3,24
312,27,27,False,1222,3,24
312,28,28,False,1222,3,24
312,29,29,False,1222,3,24
312,30,30,False,1222,3,24
312,31,31,False,1222,3,24
312,32,32,False,1222,3,24
312,33,33,False,1222,3,24
253,7,7,False,1222,3,36
253,8,8,False,1222,3,36
253,9,9,False,1222,3,36
253,10,10,False,1222,3,36
253,11,11,False,1222,3,36
253,12,12,False,1222,3,36
253,13,13,False,1222,3,36
253,14,14,True,1222,3,36
253,15,15,False,1222,3,36
253,16,16,False,1222,3,36
253,17,17,False,1222,3,36
253,18,18,False,1222,3,36
253,19,19,False,1222,3,36
253,20,20,False,1222,3,36
253,21,21,False,1222,3,36
253,22,22,False,1222,3,36
253,23,23,False,1222,3,36
253,24,24,False,1222,3,36
253,25,25,False,1222,3,36
253,26,26,False,1222,3,36
253,27,27,False,1222,3,36
253,28,28,False,1222,3,36
253,29,29,False,1222,3,36
763,13,13,False,1222,5,12
763,14,14,True,1222,5,12
763,15,15,False,1222,5,12
763,16,16,False,1222,5,12
763,17,17,False,1222,5,12
763,18,18,False,1222,5,12
763,19,19,False,1222,5,12
763,20,20,False,1222,5,12
763,21,21,False,1222,5,12
763,22,22,False,1222,5,12
763,23,23,False,1222,5,12
763,24,24,False,1222,5,12
763,25,25,False,1222,5,12
763,26,26,False,1222,5,12
763,27,27,False,1222,5,12
763,28,28,False,1222,5,12
763,29,29,False,1222,5,12
763,30,30,False,1222,5,12
763,31,31,False,1222,5,12
763,32,32,False,1222,5,12
763,33,33,False,1222,5,12
763,34,34,False,1222,5,12
